title,title_note,id,variable_name
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,291199,"MED-Health Diagnosing And Treating Practitioners, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,2911XX,MED-Nurse Practitioners And Nurse Midwives*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292010,MED-Clinical Laboratory Technologists And Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292021,MED-Dental Hygienists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292030,MED-Diagnostic Related Technologists And Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292041,MED-Emergency Medical Technicians And Paramedics
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292050,MED-Health Diagnosing And Treating Practitioner Support Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292061,MED-Licensed Practical And Licensed Vocational Nurses
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292071,MED-Medical Records And Health Information Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292081,"MED-Opticians, Dispensing"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,292090,MED-Miscellaneous Health Technologists And Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,299000,MED-Other Healthcare Practitioners And Technical Occupations
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,311010,"HLS-Nursing, Psychiatric, And Home Health Aides"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,312010,HLS-Occupational Therapy Assistants And Aides
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,312020,HLS-Physical Therapist Assistants And Aides
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319011,HLS-Massage Therapists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319091,HLS-Dental Assistants
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319092,HLS-Medical Assistants
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319094,HLS-Medical Transcriptionists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319095,HLS-Pharmacy Aides
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319096,HLS-Veterinary Assistants And Laboratory Animal Caretakers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,319097,HLS-Phlebotomists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,31909X,"Healthcare Support Workers, All Other, Including Medical Equipment Preparers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,331011,PRT-First-Line Supervisors Of Correctional Officers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,331012,PRT-First-Line Supervisors Of Police And Detectives
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,331021,PRT-First-Line Supervisors Of Fire Fighting And Prevention Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,331099,"PRT-First-Line Supervisors Of Protective Service Workers, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,332011,PRT-Firefighters
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,332020,PRT-Fire Inspectors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,333010,"PRT-Bailiffs, Correctional Officers, And Jailers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,333021,PRT-Detectives And Criminal Investigators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,3330XX,PRT-Miscellaneous Law Enforcement Workers*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,333050,PRT-Police Officers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,339011,PRT-Animal Control Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,339021,PRT-Private Detectives And Investigators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,339030,PRT-Security Guards And Gaming Surveillance Officers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,339091,PRT-Crossing Guards
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,339093,PRT-Transportation Security Screeners
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,33909X,"PRT-Lifeguards And Other Recreational, And All Other Protective Service Workers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,351011,EAT-Chefs And Head Cooks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,351012,EAT-First-Line Supervisors Of Food Preparation And Serving Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,352010,EAT-Cooks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,352021,EAT-Food Preparation Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,353011,EAT-Bartenders
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,353021,"EAT-Combined Food Preparation And Serving Workers, Including Fast Food"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,353022,"EAT-Counter Attendants, Cafeteria, Food Concession, And Coffee Shop"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,353031,EAT-Waiters And Waitresses
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,353041,"EAT-Food Servers, Nonrestaurant"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,3590XX,"EAT-Miscellaneous Food Preparation And Serving Related Workers, Including Dining Room And Cafeteria Attendants And Bartender Helpers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,359021,EAT-Dishwashers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,359031,"EAT-Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,371011,CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,371012,"CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,37201X,CLN-Janitors And Building Cleaners*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,372012,CLN-Maids And Housekeeping Cleaners
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,372021,CLN-Pest Control Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,373010,CLN-Grounds Maintenance Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,391010,PRS-First-Line Supervisors Of Gaming Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,391021,PRS-First-Line Supervisors Of Personal Service Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,392011,PRS-Animal Trainers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,392021,PRS-Nonfarm Animal Caretakers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,393010,PRS-Gaming Services Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,393021,PRS-Motion Picture Projectionists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,393031,"PRS-Ushers, Lobby Attendants, And Ticket Takers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,393090,PRS-Miscellaneous Entertainment Attendants And Related Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,394031,"PRS-Morticians, Undertakers, And Funeral Directors"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,3940XX,PRS-Embalmers And Funeral Attendants*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,395011,PRS-Barbers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,395012,"PRS-Hairdressers, Hairstylists, And Cosmetologists"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,395090,PRS-Miscellaneous Personal Appearance Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,396010,"PRS-Baggage Porters, Bellhops, And Concierges"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,397010,PRS-Tour And Travel Guides
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,399011,PRS-Childcare Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,399021,PRS-Personal Care Aides
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,399030,PRS-Recreation And Fitness Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,399041,PRS-Residential Advisors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,399099,"PRS-Personal Care And Service Workers, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,411011,SAL-First-Line Supervisors Of Retail Sales Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,411012,SAL-First-Line Supervisors Of Non-Retail Sales Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,412010,SAL-Cashiers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,412021,SAL-Counter And Rental Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,412022,SAL-Parts Salespersons
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,412031,SAL-Retail Salespersons
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,413011,SAL-Advertising Sales Agents
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,413021,SAL-Insurance Sales Agents
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,413031,"SAL-Securities, Commodities, And Financial Services Sales Agents"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,413041,SAL-Travel Agents
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,413099,"SAL-Sales Representatives, Services, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,414010,"SAL-Sales Representatives, Wholesale And Manufacturing"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419010,"SAL-Models, Demonstrators, And Product Promoters"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419020,SAL-Real Estate Brokers And Sales Agents
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419031,SAL-Sales Engineers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419041,SAL-Telemarketers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419091,"SAL-Door-To-Door Sales Workers, News And Street Vendors, And Related Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,419099,"SAL-Sales And Related Workers, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,431011,OFF-First-Line Supervisors Of Office And Administrative Support Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,432011,"OFF-Switchboard Operators, Including Answering Service"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,432021,OFF-Telephone Operators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,432099,"OFF-Communications Equipment Operators, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433011,OFF-Bill And Account Collectors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433021,OFF-Billing And Posting Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433031,"OFF-Bookkeeping, Accounting, And Auditing Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433041,OFF-Gaming Cage Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433051,OFF-Payroll And Timekeeping Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433061,OFF-Procurement Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433071,OFF-Tellers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,433099,"OFF-Financial Clerks, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434011,OFF-Brokerage Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434031,"OFF-Court, Municipal, And License Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434041,"OFF-Credit Authorizers, Checkers, And Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434051,OFF-Customer Service Representatives
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434061,"OFF-Eligibility Interviewers, Government Programs"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434071,OFF-File Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434081,"OFF-Hotel, Motel, And Resort Desk Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434111,"OFF-Interviewers, Except Eligibility And Loan"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434121,"OFF-Library Assistants, Clerical"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434131,OFF-Loan Interviewers And Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434141,OFF-New Accounts Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434XXX,OFF-Correspondence Clerks And Order Clerks*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434161,"OFF-Human Resources Assistants, Except Payroll And Timekeeping"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434171,OFF-Receptionists And Information Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434181,OFF-Reservation And Transportation Ticket Agents And Travel Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,434199,"OFF-Information And Record Clerks, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435011,OFF-Cargo And Freight Agents
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435021,OFF-Couriers And Messengers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435030,OFF-Dispatchers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435041,"OFF-Meter Readers, Utilities"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435051,OFF-Postal Service Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435052,OFF-Postal Service Mail Carriers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435053,"OFF-Postal Service Mail Sorters, Processors, And Processing Machine Operators"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435061,"OFF-Production, Planning, And Expediting Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435071,"OFF-Shipping, Receiving, And Traffic Clerks"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435081,OFF-Stock Clerks And Order Fillers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,435111,"OFF-Weighers, Measurers, Checkers, And Samplers, Recordkeeping"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,436010,OFF-Secretaries And Administrative Assistants
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439011,OFF-Computer Operators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439021,OFF-Data Entry Keyers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439022,OFF-Word Processors And Typists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439041,OFF-Insurance Claims And Policy Processing Clerks
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439051,"OFF-Mail Clerks And Mail Machine Operators, Except Postal Service"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439061,"OFF-Office Clerks, General"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439071,"OFF-Office Machine Operators, Except Computer"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439081,OFF-Proofreaders And Copy Markers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439111,OFF-Statistical Assistants
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,439XXX,"OFF-Miscellaneous Office And Administrative Support Workers, Including Desktop Publishers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,451011,"FFF-First-Line Supervisors Of Farming, Fishing, And Forestry Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,452011,FFF-Agricultural Inspectors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,452041,"FFF-Graders And Sorters, Agricultural Products"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,4520XX,"FFF-Miscellaneous Agricultural Workers, Including Animal Breeders*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,453000,FFF-Fishing And Hunting Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,454011,FFF-Forest And Conservation Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,454020,FFF-Logging Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,471011,CON-First-Line Supervisors Of Construction Trades And Extraction Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472011,CON-Boilermakers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472020,"CON-Brickmasons, Blockmasons, And Stonemasons"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472031,CON-Carpenters
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472040,"CON-Carpet, Floor, And Tile Installers And Finishers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472050,"CON-Cement Masons, Concrete Finishers, And Terrazzo Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472061,CON-Construction Laborers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472071,"CON-Paving, Surfacing, And Tamping Equipment Operators"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,47207X,"CON-Construction Equipment Operators, Except Paving, Surfacing, And Tamping Equipment Operators*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472080,"CON-Drywall Installers, Ceiling Tile Installers, And Tapers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472111,CON-Electricians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472121,CON-Glaziers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472130,CON-Insulation Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472141,"CON-Painters, Construction And Maintenance"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472142,CON-Paperhangers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472150,"CON-Pipelayers, Plumbers, Pipefitters, And Steamfitters"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472161,CON-Plasterers And Stucco Masons
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472171,CON-Reinforcing Iron And Rebar Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472181,CON-Roofers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472211,CON-Sheet Metal Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,472221,CON-Structural Iron And Steel Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,473010,"CON-Helpers, Construction Trades"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474011,CON-Construction And Building Inspectors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474021,CON-Elevator Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474031,CON-Fence Erectors
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474041,CON-Hazardous Materials Removal Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474051,CON-Highway Maintenance Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,474061,CON-Rail-Track Laying And Maintenance Equipment Operators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,47XXXX,"CON-Miscellaneous Construction Workers, Including Solar Photovoltaic Installers, And Septic Tank Servicers And Sewer Pipe Cleaners*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,4750YY,"EXT-Derrick, Rotary Drill, And Service Unit Operators, And Roustabouts, Oil, Gas, And Mining*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,475021,"EXT-Earth Drillers, Except Oil And Gas"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,475031,"EXT-Explosives Workers, Ordnance Handling Experts, And Blasters"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,475040,EXT-Mining Machine Operators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,4750XX,"EXT-Miscellaneous Extraction Workers, Including Roof Bolters And Helpers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,491011,"RPR-First-Line Supervisors Of Mechanics, Installers, And Repairers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492011,"RPR-Computer, Automated Teller, And Office Machine Repairers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492020,RPR-Radio And Telecommunications Equipment Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492091,RPR-Avionics Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492092,"RPR-Electric Motor, Power Tool, And Related Repairers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,49209X,"RPR-Electrical And Electronics Repairers, Transportation Equipment, And Industrial And Utility*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492096,"RPR-Electronic Equipment Installers And Repairers, Motor Vehicles"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492097,RPR-Electronic Home Entertainment Equipment Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,492098,RPR-Security And Fire Alarm Systems Installers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493011,RPR-Aircraft Mechanics And Service Technicians
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493021,RPR-Automotive Body And Related Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493022,RPR-Automotive Glass Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493023,RPR-Automotive Service Technicians And Mechanics
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493031,RPR-Bus And Truck Mechanics And Diesel Engine Specialists
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493040,RPR-Heavy Vehicle And Mobile Equipment Service Technicians And Mechanics
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493050,RPR-Small Engine Mechanics
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,493090,"RPR-Miscellaneous Vehicle And Mobile Equipment Mechanics, Installers, And Repairers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499010,RPR-Control And Valve Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499021,"RPR-Heating, Air Conditioning, And Refrigeration Mechanics And Installers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499031,RPR-Home Appliance Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,49904X,RPR-Industrial And Refractory Machinery Mechanics*
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499043,"RPR-Maintenance Workers, Machinery"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499044,RPR-Millwrights
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499051,RPR-Electrical Power-Line Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499052,RPR-Telecommunications Line Installers And Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499060,RPR-Precision Instrument And Equipment Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499071,"RPR-Maintenance And Repair Workers, General"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499091,"RPR-Coin, Vending, And Amusement Machine Servicers And Repairers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499094,RPR-Locksmiths And Safe Repairers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499095,RPR-Manufactured Building And Mobile Home Installers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499096,RPR-Riggers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,499098,"RPR-Helpers-Installation, Maintenance, And Repair Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,49909X,"RPR-Other Installation, Maintenance, And Repair Workers, Including Wind Turbine Service Technicians, And Commercial Divers, And Signal And Track Switch Repairers*"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,511011,PRD-First-Line Supervisors Of Production And Operating Workers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,512011,"PRD-Aircraft Structure, Surfaces, Rigging, And Systems Assemblers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,512020,"PRD-Electrical, Electronics, And Electromechanical Assemblers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,512031,PRD-Engine And Other Machine Assemblers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,512041,PRD-Structural Metal Fabricators And Fitters
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,512090,PRD-Miscellaneous Assemblers And Fabricators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513011,PRD-Bakers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513020,"PRD-Butchers And Other Meat, Poultry, And Fish Processing Workers"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513091,"PRD-Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513092,PRD-Food Batchmakers
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513093,PRD-Food Cooking Machine Operators And Tenders
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,513099,"PRD-Food Processing Workers, All Other"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514010,PRD-Computer Control Programmers And Operators
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514021,"PRD-Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514022,"PRD-Forging Machine Setters, Operators, And Tenders, Metal And Plastic"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514023,"PRD-Rolling Machine Setters, Operators, And Tenders, Metal And Plastic"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514031,"PRD-Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic"
SOCP10,SOC Occupation code for data collected in 2011 based on 2010 SOC ,514032,"PRD-Drilling And Boring Machine Tool Setters, Operators, .And Tenders, Metal And Plastic"
